Time, Value 
0, 805.390000000003
1, 818.1449999999786
2, 820.9700000000084
3, 852.4050000000134
4, 808.7700000000077
5, 832.5350000000035
6, 820.4199999999837
7, 805.1850000000013
8, 823.2899999999972
9, 828.8149999999878
10, 833.9950000000317
11, 852.6850000000013
12, 814.6449999999968
13, 822.0499999999956
14, 798.6949999999815
15, 831.359999999986
16, 820.5850000000137
17, 833.6300000000192
18, 817.9150000000118
19, 823.5249999999978
20, 822.8250000000007
21, 827.7649999999921
22, 826.2599999999948
23, 812.260000000002
24, 828.5150000000103
25, 817.0200000000004
26, 821.0500000000247
27, 818.1250000000146
28, 820.559999999994
29, 808.2649999999994
30, 829.6650000000081
31, 825.9799999999996
32, 806.4600000000028
33, 819.3300000000017
34, 817.8000000000029
35, 819.8799999999828
36, 835.7249999999949
37, 802.6349999999984
38, 805.3649999999907
39, 827.0499999999811
40, 812.2349999999751
41, 838.5850000000282
42, 819.355000000025
43, 815.1949999999924
44, 826.4150000000227
45, 820.7200000000084
46, 819.2599999999875
47, 814.7500000000146
48, 814.689999999966
49, 813.9949999999808
50, 818.0850000000355
51, 806.559999999954
52, 834.5349999999817
53, 809.3849999999802
54, 800.9949999999953
55, 800.3049999999639
56, 837.3600000000151
57, 825.6899999999878
58, 832.8450000000448
59, 815.400000000016
60, 830.1700000000055
61, 827.935000000034
62, 824.1599999999889
63, 830.5749999999971
64, 808.5250000000306
65, 826.3899999999994
66, 817.1750000000102
67, 821.2300000000178
68, 811.9649999999965
69, 813.3449999999721
70, 825.5000000000146
71, 836.5499999999665
72, 814
73, 827.5900000000111
74, 829.875
75, 811.5499999999956
76, 814.2299999999741
77, 830.1049999999959
78, 814.5750000000407
79, 829.9200000000055
80, 804.2749999999796
81, 820.2300000000105
82, 803.4549999999508
83, 809.4499999999971
84, 834.2099999999482
85, 820.9400000000023
86, 821.3199999999779
87, 829.6999999999971
88, 827.7999999999811
89, 815.5050000000119
90, 841.2099999999991
91, 804.2300000000032
92, 838.8050000000076
93, 819.1949999999997
94, 822.6649999999863
95, 824.7849999999744
96, 818.6800000000076
97, 811.705000000009
98, 816.605000000025
99, 820.7700000000114
100, 806.9949999999735
101, 825.2299999999814
102, 820.4100000000326
103, 826.8400000000038
104, 835.4099999999744
105, 844.1449999999604
106, 830.3000000000175
107, 846.904999999977
108, 821.6749999999956
109, 834.5599999999831
110, 810.5049999999901
111, 819.7200000000012
112, 822.5199999999895
113, 822.050000000032
114, 826.8300000000381
115, 815.9600000000064
116, 826.9649999999747
117, 818.4599999999919
118, 823.1250000000073
119, 809.6900000000023
120, 829.8600000000442
121, 813.0400000000081
122, 821.3950000000332
123, 847.1900000000023
124, 816.6400000000358
125, 819.985000000037
126, 825.294999999991
127, 818.0999999999622
128, 812.0699999999997
129, 847.2799999999552
130, 832.2500000000364
131, 828.2450000000172
132, 832.7200000000012
133, 801.4249999999884
134, 816.135000000002
135, 827.685000000034
136, 823.0049999999974
137, 817.7699999999677
138, 800.044999999991
139, 859.7999999999665
140, 817.8299999999945
141, 818.9500000000189
142, 820.7300000000178
143, 805.7150000000038
144, 820.234999999986
145, 821.864999999998
146, 821.474999999984
147, 820.7049999999872
148, 816.2900000000227
149, 833.385000000002
150, 823.4050000000352
151, 824.9249999999884
152, 802.5700000000215
153, 820.1499999999796
154, 828.3449999999793
155, 813.4600000000064
156, 821.2300000000105
157, 819.8850000000093
158, 836.5800000000017
159, 819.5650000000096
160, 818.9850000000224
161, 818.445000000007
162, 807.1350000000093
163, 815.1800000000221
164, 825.8700000000099
165, 845.8599999999788
166, 820.4999999999782
167, 824.4050000000134
168, 810.2049999999872
169, 808.0550000000003
170, 818.2350000000151
171, 817.6850000000486
172, 845.7099999999919
173, 814.4650000000183
174, 841.5349999999962
175, 818.0950000000375
176, 825.2199999999866
177, 812.9099999999962
178, 792.9400000000169
179, 815.8650000000052
180, 827.3050000000076
181, 820.8799999999828
182, 820.6349999999875
183, 805.7350000000151
184, 818.4249999999811
185, 815.0249999999942
186, 827.1099999999933
187, 828.4000000000087
188, 831.224999999984
189, 798.9300000000367
190, 810.4949999999953
191, 831.6300000000119
192, 814.4999999999854
193, 828.0950000000012
194, 823.1949999999924
195, 823.3800000000047
196, 805.2200000000012
197, 822.4499999999462
198, 825.8549999999741
199, 809.2149999999892
200, 807.1549999999988
201, 829.169999999991
202, 834.8550000000469
203, 820.2199999999939
204, 830.7300000000178
205, 820.5399999999863
206, 830.6299999999901
207, 825.935000000034
208, 827.064999999966
209, 819.0400000000009
210, 840.8150000000023
211, 827.3249999999825
212, 821.3100000000122
213, 823.0599999999758
214, 827.3550000000541
215, 815.195000000007
216, 813.8249999999971
217, 824.010000000002
218, 844.5099999999948
219, 843.0700000000215
220, 811.1750000000684
221, 827.6349999999802
222, 808.1849999999977
223, 827.3950000000405
224, 826.5500000000102
225, 831.6000000000204
