Time, Value 
0, 814.6800000000076
1, 828.8299999999799
2, 806.9650000000074
3, 819.0849999999919
4, 823.0449999999873
5, 819.6749999999956
6, 821.419999999991
7, 811.6250000000073
8, 822.9600000000064
9, 832.4949999999917
10, 822.9650000000183
11, 813.9200000000092
12, 817.0350000000071
13, 797.1799999999857
14, 830.4999999999964
15, 813.6399999999958
16, 803.0549999999967
17, 818.8999999999978
18, 817.2099999999919
19, 820.6549999999952
20, 808.7049999999981
21, 814.7650000000067
22, 809.1249999999964
23, 816.6200000000063
24, 826.7350000000006
25, 821.5699999999924
26, 816.0699999999779
27, 801.8850000000166
28, 806.2750000000051
29, 805.434999999994
30, 814.859999999986
31, 816.060000000005
32, 810.8149999999841
33, 811.6750000000065
34, 813.0500000000211
35, 829.2549999999828
36, 806.6500000000015
37, 816.0249999999651
38, 821.0699999999997
39, 814.205000000009
40, 810.9449999999852
41, 796.7900000000154
42, 811.7649999999776
43, 813.0799999999654
44, 853.3500000000058
45, 814.5350000000471
46, 815.0799999999581
47, 812.6549999999843
48, 812.1399999999994
49, 835.2800000000425
50, 814.8199999999779
51, 842.4799999999959
52, 831.9349999999467
53, 809.1899999999805
54, 822.3350000000137
55, 826.660000000018
56, 799.8900000000212
57, 809.814999999966
58, 808.075000000048
59, 824.2999999999665
60, 815.585000000021
61, 820.8599999999788
62, 824.0149999999994
63, 819.1100000000006
64, 798.1899999999878
65, 835.9749999999913
66, 822.2149999999747
67, 825.7150000000256
68, 826.5350000000035
69, 826.2200000000157
70, 827.9400000000023
71, 806.6700000000055
72, 813.6350000000166
73, 821.9949999999735
74, 824.109999999986
75, 822.2800000000134
76, 806.2250000000349
77, 828.0400000000009
78, 820.9349999999831
79, 805.929999999993
80, 808.4749999999694
81, 813.515000000014
82, 819.7350000000006
83, 811.3100000000122
84, 817.8599999999788
85, 837.8450000000084
86, 803.4800000000178
87, 818.6399999999849
88, 795.5049999999974
89, 826.2050000000163
90, 819.2500000000218
91, 807.1150000000125
92, 816.6250000000073
93, 831.5049999999828
94, 820.4300000000003
95, 834.1899999999878
96, 815.5650000000096
97, 822.8800000000119
98, 826.6350000000093
99, 824.929999999993
100, 824.9800000000178
101, 800.520000000055
102, 819.260000000002
103, 816.8399999999892
104, 814.4250000000175
105, 803.0350000000399
106, 801.8599999999715
107, 810.9950000000099
108, 807.4300000000003
109, 811.4799999999886
110, 832.9799999999741
111, 828.5149999999849
112, 814.1399999999849
113, 824.4599999999846
114, 829.2649999999994
115, 825.3050000000294
116, 817.5950000000157
117, 817.8250000000262
118, 807.0050000000047
119, 822.2150000000111
120, 812.560000000005
121, 823.4799999999886
122, 852.8749999999782
123, 806.8199999999852
124, 824.1949999999852
125, 819.1749999999884
126, 837.0350000000035
127, 813.0949999999721
128, 823.6849999999758
129, 810.4499999999898
130, 802.0500000000393
131, 823.5850000000282
132, 828.8050000000003
133, 819.8549999999814
134, 810.8949999999822
135, 816.7649999999776
136, 815.5600000000122
137, 828.1000000000713
138, 819.5049999999901
139, 809.8899999999849
140, 832.3649999999543
141, 817.6499999999869
142, 818.5899999999965
143, 806.2399999999907
144, 838.7050000000236
145, 820.4799999999668
146, 823.0500000000102
147, 828.0399999999936
148, 822.1200000000244
149, 814.3449999999939
150, 823.6249999999782
151, 820.3999999999869
152, 824.7349999999497
153, 811.9999999999782
154, 837.0999999999622
155, 819.7500000000218
156, 825.6450000000041
157, 809.7850000000326
158, 819.4499999999753
159, 814.4449999999997
160, 815.0950000000375
161, 778.3750000000218
162, 811.9349999999977
163, 823.0199999999968
164, 809.2099999999991
165, 812.0750000000044
166, 809.599999999984
167, 805.9599999999846
168, 816.5199999999822
169, 826.3599999999642
170, 811.8849999999584
171, 816.1100000000442
172, 822.5650000000023
173, 810.4750000000058
174, 798.6749999999884
175, 844.8199999999924
176, 811.16500000003
177, 811.8799999999974
178, 821.8199999999488
179, 825.8199999999779
180, 818.9650000000038
181, 815.5150000000358
182, 822.2600000000166
183, 822.9400000000169
184, 809.9399999999805
185, 817.1350000000239
186, 821.7250000000058
187, 812.5649999999805
188, 810.1700000000128
189, 802.4400000000023
190, 811.5349999999962
191, 804.7199999999793
192, 810.9449999999997
193, 820.5100000000166
194, 828.1799999999639
195, 829.2500000000146
196, 819.4749999999913
197, 821.5000000000073
198, 807.6999999999898
199, 821.4950000000026
200, 817.6449999999968
201, 817.330000000009
202, 817.2700000000041
203, 821.3599999999933
204, 828.0050000000338
205, 813.1550000000207
206, 821.7499999999782
207, 813.9349999999758
208, 818.1999999999753
209, 817.4300000000148
210, 825.0000000000218
211, 819.765000000014
212, 819.089999999982
213, 841.0550000000221
214, 809.2800000000279
215, 821.925000000032
216, 820.2000000000335
217, 801.1499999999724
218, 812.8650000000125
219, 803.9099999999962
220, 822.5450000000492
221, 823.7600000000166
222, 819.6300000000119
223, 830.2050000000017
224, 824.4450000000215
225, 814.2800000000279
226, 815.2400000000052
227, 822.730000000025
228, 812.589999999982
229, 813.6250000000437
230, 805.9850000000079
231, 808.9349999999977
232, 813.1699999999983
233, 833.3700000000026
234, 813.8350000000137
235, 823.2350000000006
236, 826.1500000000233
237, 820.8650000000125
238, 793.4400000000023
239, 828.1249999999854
240, 820.3850000000457
241, 832.1999999999462
242, 821.0899999999892
243, 846.0950000000012
244, 889.2600000000239
245, 817.5000000000218
246, 834.6399999999994
247, 819.4250000000029
248, 825.5749999999898
249, 822.1450000000041
250, 809.3549999999814
251, 817.7700000000477
252, 817.3299999999945
253, 806.1900000000242
254, 826.7150000000329
255, 826.7549999999537
256, 801.5750000000262
257, 820.0150000000503
258, 802.0349999999671
259, 801.5400000000227
260, 805.6900000000023
261, 823.9699999999502
262, 836.3199999999633
263, 817.1900000000169
264, 816.9650000000183
265, 829.5249999999796
266, 825.875
267, 812.9300000000076
268, 828.6850000000122
269, 821.2299999999741
270, 822.5599999999831
271, 819.2749999999942
272, 810.4149999999936
273, 804.5700000000143
274, 818.4350000000268
275, 828.7800000000279
276, 813.9449999999779
277, 812.7250000000204
278, 832.2199999999939
279, 800.5149999999994
280, 815.3150000000023
281, 820.8400000000256
282, 800.7450000000099
283, 819.4249999999447
284, 813.0750000000262
285, 817.5599999999686
286, 816.4549999999872
287, 823.7400000000198
288, 810.1049999999377
289, 815.690000000046
290, 809.7250000000349
291, 832.5449999999255
292, 811.6150000000052
293, 811.2249999999622
294, 822.7749999999651
295, 818.0550000000367
296, 809.3949999999313
297, 813.5800000000454
298, 853.6200000000099
299, 815.6549999999697
300, 809.7249999999913
301, 808.3450000000448
302, 828.0100000000966
303, 817.5949999999721
304, 825.2299999999377
305, 836.6050000000396
306, 822.015000000014
307, 817.6050000000105
308, 803.1399999999849
309, 827.9350000000122
310, 817.620000000039
311, 822.6099999999569
312, 813.914999999979
313, 820.7399999999616
314, 809.4700000000739
315, 801.5399999999936
316, 824.5599999999686
317, 821.7449999999662
318, 819.7500000001164
319, 810.0049999999464
320, 821.5050000000338
321, 818.3150000000605
322, 815.5349999999307
323, 796.8899999999558
324, 817.8150000000314
325, 827.6100000000151
326, 814.3199999999633
327, 815.2649999999703
328, 815.6850000000122
329, 795.9750000000204
330, 808.434999999954
331, 802.9500000000116
332, 814.8899999999703
333, 817.4300000000076
334, 819.4200000000856
335, 828.9099999999889
336, 818.29000000011
337, 789.640000000014
338, 811.6350000000675
339, 813.8799999999901
340, 854.269999999975
341, 810.3150000000023
342, 805.7099999999919
343, 815.5999999999913
344, 828.3200000000215
345, 837.730000000025
