Time, Value 
0, 815.390000000003
1, 800.6899999999805
2, 811.6849999999904
3, 817.0599999999977
4, 826.4900000000052
5, 810.2000000000007
6, 788.6349999999875
7, 803.2700000000223
8, 804.0299999999988
9, 857.3050000000076
10, 894.7449999999408
11, 896.800000000032
12, 853.3599999999788
13, 872.9199999999983
14, 885.049999999952
15, 840.804999999993
16, 810.6449999999822
17, 817.1450000000259
18, 807.7700000000186
19, 817.4349999999758
20, 813.025000000016
21, 811.8999999999796
22, 816.6249999999782
23, 828.3050000000003
24, 817.6749999999738
25, 792.8250000000189
26, 829.0200000000186
27, 822.0850000000064
28, 827.4649999999601
29, 807.5349999999817
30, 818.1500000000306
31, 859.9550000000017
32, 856.5000000000218
33, 883.4450000000143
34, 864.6650000000081
35, 908.5299999999843
36, 890.069999999956
37, 864.9600000000064
38, 800.0549999999785
39, 808.3450000000084
40, 824.7549999999756
41, 815.1100000000442
42, 813.8499999999403
43, 808.3250000000044
44, 826.4850000000224
45, 818.4499999999825
46, 793.9550000000236
47, 818.1849999999831
48, 804.2199999999648
49, 813.6150000000198
50, 800.085000000021
51, 823.8249999999971
52, 812.9099999999598
53, 878.3150000000169
54, 880.224999999984
55, 880.4050000000352
56, 870.7499999999563
57, 866.2849999999889
58, 848.2000000000262
59, 935.9350000000122
60, 826.5799999999872
61, 806.7700000000114
62, 804.7250000000349
63, 817.4549999999363
64, 827.6849999999977
65, 799.7749999999724
66, 802.3450000000012
67, 817.560000000005
68, 810.1950000000215
69, 816.1949999999997
70, 809.385000000002
71, 802.5149999999703
72, 827.039999999979
73, 793.7150000000329
74, 817.4999999999854
75, 800.4050000000425
76, 821.835000000021
77, 827.0100000000239
78, 798.9150000000009
79, 811.2900000000009
80, 798.205000000009
81, 802.8799999999901
82, 812.4350000000268
83, 803.0600000000122
84, 798.5600000000268
85, 815.1800000000221
86, 813.1899999999878
87, 808.9799999999886
88, 805.864999999998
89, 811.2999999999738
90, 815.6300000000119
91, 814.5300000000425
92, 815.864999999998
93, 809.8899999999921
94, 807.8400000000038
95, 800.8999999999796
96, 815.6150000000198
97, 818.5199999999822
98, 808.1449999999895
99, 815.0149999999776
100, 811.7850000000035
101, 813.41500000003
102, 819.919999999991
103, 812.2149999999965
104, 808.6700000000201
105, 800.7700000000041
106, 851.6699999999983
107, 841.5650000000169
108, 883.7599999999948
109, 866.2549999999974
110, 855.5999999999622
111, 893.6000000000131
112, 872.1149999999761
113, 873.294999999991
114, 890.2049999999945
115, 875.8949999999604
116, 857.3600000000006
117, 865.7949999999837
118, 877.5950000000012
119, 891.5050000000047
120, 874.6199999999808
121, 862.7500000000073
122, 838.029999999977
123, 880.7899999999936
124, 879.660000000018
125, 922.4549999999799
126, 895.3399999999965
127, 843.8800000000119
128, 821.0199999999968
129, 802.3699999999881
130, 821.0600000000122
131, 829.0999999999913
132, 799.0599999999686
133, 861.9549999999581
134, 802.3800000000338
135, 824.7749999999869
136, 816.4200000000201
137, 816.0700000000215
138, 815.2149999999892
139, 816.794999999991
140, 818.8899999999994
141, 813.7099999999919
142, 805.1649999999936
143, 888.6549999999625
144, 882.6449999999822
145, 866.2950000000128
146, 882.9650000000038
147, 866.4549999999945
148, 860.0000000000291
149, 858.4249999999956
150, 866.9249999999738
151, 866.4700000000375
152, 873.8750000000364
153, 881.41500000003
154, 862.7749999999869
155, 879.9300000000367
156, 858.4399999999732
157, 886.4799999999814
158, 908.705000000009
159, 894.5449999999983
160, 868.685000000005
161, 880.9949999999953
162, 872.0700000000215
163, 882.3000000000102
164, 804.7500000000146
165, 796.1599999999962
166, 801.345000000023
167, 812.1999999999825
168, 796.9349999999613
169, 821.8150000000605
170, 822.7100000000064
171, 823.6850000000559
172, 821.554999999993
173, 809.2250000000131
174, 799.6349999999657
175, 801.3600000000224
176, 796.1749999999956
177, 793.4699999999939
178, 812.3250000000044
179, 862.4799999999668
180, 930.1849999999758
181, 856.4800000000323
182, 875.9450000000361
183, 851.2350000000079
184, 856.6950000000143
